,dhlabid,urn,title,authors,oaiid,sesamid,isbn10,city,timestamp,year,publisher,langs,subjects,ddc,genre,literaryform,doctype,ocr_creator,ocr_timestamp,genres
7386,700014682.0,URN:NBN:no-nb_dhlab_700014682,Hovedinstruks for styringen av Klagenemnda for industrielle rettigheter,,,,,,2019-10-30 00:00:00,2019.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Klagenemnda for industrielle rettigheter / KLAGENEMNDA FOR INDUSTRIELLE RETTAR",no,,,Ukategorisert,Instruks,kudos,kudos,2022-10-06 14:08:02,
7418,700017933.0,URN:NBN:no-nb_dhlab_700017933,NOU 2019 : 9 - Fra kalveskinn til datasjø,,,,,,2019-04-02 10:05:00,2019.0,Kulturdepartementet / Kultur- og likestillingsdepartementet / KUD,nn,,,NOU,NOU,kudos,kudos,2023-02-01 11:15:19,
7440,700006741.0,URN:NBN:no-nb_dhlab_700006741,"Nasjonalmuseet for kunst , arkitektur og design",Asplan Viak / Terramar AS,,,,,2009-02-12 00:00:00,2009.0,Kulturdepartementet / Kultur- og likestillingsdepartementet / KUD,nb,,,KVU/KS1/KS2,Rapport,kudos,kudos,2022-10-24 11:01:37,
7464,700007726.0,URN:NBN:no-nb_dhlab_700007726,Årsrapport og Riksrevisjonens beretning ( . pdf ),,,,,,2020-06-05 00:00:00,2020.0,Kulturdepartementet / Språkrådet / Kultur- og likestillingsdepartementet / KUD,no,,,Årsrapport,Årsrapport,kudos,kudos,2022-06-08 23:17:53,
7483,700020491.0,URN:NBN:no-nb_dhlab_700020491,Ot.prp . nr. 70 ( 2007-2008 ) : Om lov om endringar i sjømannslov 30. mai 1975 nr. 18 mv.,,,,,,2008-06-27 11:45:00,2008.0,"Nærings- og handelsdepartementet / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",nn,,,Proposisjon til Stortinget,Proposisjon,kudos,kudos,2023-02-01 11:56:30,
7492,700024253.0,URN:NBN:no-nb_dhlab_700024253,"Får man lov ? Bokpris på norsk : Arbeidsnotat nr 51 , 2003","Norsk kulturråd / ABM-utvikling - Statens senter for arkiv , bibliotek og museum / Kulturrådet / Kulturdirektoratet / Fjelstad , Anton",,,,,2003-01-01 20:17:15,2003.0,"Norsk kulturråd / ABM-utvikling - Statens senter for arkiv , bibliotek og museum / Kulturrådet / Kulturdirektoratet",no,,,Forhåndsutredning,,kudos,kudos,2022-10-07 20:17:15,
7494,700022446.0,URN:NBN:no-nb_dhlab_700022446,St.prp . nr. 23 ( 2006-2007 ) : Om endringar av løyvingar på statsbudsjettet 2006 under Nærings- og handelsdepartementet,,,,,,2006-11-24 11:45:00,2006.0,"Nærings- og handelsdepartementet / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",nn,,,Proposisjon til Stortinget,Proposisjon,kudos,kudos,2023-02-01 12:11:54,
7502,700001709.0,URN:NBN:no-nb_dhlab_700001709,"Dyrking og anvendelse av tare , med spesiell fokus på bioenergi i nordområdene","SINTEF / SINTEF , Statens vegvesen / SINTEF Teknologi og samfunn / SINTEF Samferdselsteknikk / SINTEF Bygg og miljø / SINTEF Teknologi og samfunn . Helsetjenesteforskning / SINTEF Helse / SINTEF , Teknologi og samfunn / SINTEF Community / SINTEF Energiforskning / SINTEF IKT / SINTEF petroleumsforskning / SINTEF Byggforsk / SINTEF fiskeri og havbruk / SINTEF Building and Infrastructure / SINTEF Digital / SINTEF NHL / Handå , Aleksander / Forbord , Silje / Broch , Ole Jacob / Richardsen , Roger / Skjermo , Jorunn",,,9788214049114,,2009-07-10 00:00:00,2009.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Ukategorisert,Rapport,kudos,kudos,2022-10-06 11:34:15,
7514,700023244.0,URN:NBN:no-nb_dhlab_700023244,Ot.prp . nr. 108 ( 2000-2001 ) : Om lov om endringer i diverse lover for å fjerne hindringer for elektronisk kommunikasjon,,,,,,2001-08-31 11:59:19,2001.0,"Nærings- og handelsdepartementet / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Proposisjon til Stortinget,Proposisjon,kudos,kudos,2022-10-05 08:58:01,
7521,700015013.0,URN:NBN:no-nb_dhlab_700015013,"Fremdriftsrapport 2018 . Kvinner , fred og sikkerhet","Justis- og beredskapsdepartementet / Utenriksdepartementet / Forsvarsdepartementet / Utanriksdepartementet / Det kgl . justis- og politidepartement / Kultur- og likestillingsdepartementet / JD / Sentral kontrollenhet , UD / FD / KUD / UD / Justis- og beredskapsdepartementet mfl. / Justisdepartmentet",,,9780190638276,,2019-06-11 20:11:11,2019.0,"Justis- og beredskapsdepartementet / Utenriksdepartementet / Forsvarsdepartementet / Utanriksdepartementet / Det kgl . justis- og politidepartement / Kultur- og likestillingsdepartementet / JD / Sentral kontrollenhet , UD / FD / KUD / UD / Justis- og beredskapsdepartementet mfl. / Justisdepartmentet",no,,,Statusrapport,Rapport,kudos,kudos,2022-10-13 20:43:11,
7531,700025481.0,URN:NBN:no-nb_dhlab_700025481,Marine FoU-ressurser i Bergen,,,,,,2017-01-01 00:00:00,2017.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,KVU/KS1/KS2,KVU/KS1/KS2,kudos,kudos,2022-12-12 10:06:24,
7532,700003228.0,URN:NBN:no-nb_dhlab_700003228,Globetrotterne,,,,,,2007-06-01 00:00:00,2007.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Ukategorisert,Rapport,kudos,kudos,2022-10-06 11:34:15,
7535,700004405.0,URN:NBN:no-nb_dhlab_700004405,Evaluering av Kulturnett Norge ( 2001 ),,,,,,2001-06-05 00:00:00,2001.0,Kulturdepartementet / Kultur- og likestillingsdepartementet / KUD,no,,,Evaluering,Rapport,kudos,kudos,2022-10-06 14:00:00,
7551,700018714.0,URN:NBN:no-nb_dhlab_700018714,Prop . 89 L ( 2014-2015 ) : Endringer i lov om Innovasjon Norge ( eierforhold og forvaltning av selskapet ),,,,,,2015-04-10 11:45:00,2015.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Proposisjon til Stortinget,Proposisjon,kudos,kudos,2023-02-01 11:28:08,
7553,700009570.0,URN:NBN:no-nb_dhlab_700009570,Oppbevaring av norsk radioaktivt avfall : konseptvalgutredning,"Det Norske Veritas / Samfunns-og næringslivsforskning ( SNF ) / Quintessa Limited / Studsvik Nuclear AB / Westinghouse Electric Sweeden AB / Vahr , Henning Refshauge / Tidemand , Nicolai / Hougen , Janne",,,,,2015-01-01 00:00:00,2015.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",nb,,,KVU/KS1/KS2,,kudos,kudos,2022-10-24 11:01:37,
7576,700026095.0,URN:NBN:no-nb_dhlab_700026095,Tildelingsbrev,,,,,,2022-12-21 00:00:00,2022.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Norges Forskningsråd / Norges forskningsråd / Noregs forskingsråd / Noregs forskingsråd / Norges forskningsråd / Norges forskningsråd / Noregs forskingsråd / NFR",no,,,Tildelingsbrev,Tildelingsbrev,kudos,kudos,2023-01-16 01:01:02,
7580,700004040.0,URN:NBN:no-nb_dhlab_700004040,Tildelingsbrev,,,,,,2015-12-23 00:00:00,2015.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Justervesenet",no,,,Tildelingsbrev,Tildelingsbrev,kudos,kudos,2022-06-08 23:03:26,
7594,700009660.0,URN:NBN:no-nb_dhlab_700009660,Tildelingsbrev ( . pdf ),,,,,,2015-03-18 00:00:00,2015.0,"Kulturdepartementet / Kultur- og likestillingsdepartementet / KUD / Norsk kulturråd / ABM-utvikling - Statens senter for arkiv , bibliotek og museum / Kulturrådet / Kulturdirektoratet",no,,,Tildelingsbrev,Tildelingsbrev,kudos,kudos,2022-06-08 21:58:43,
7625,700016207.0,URN:NBN:no-nb_dhlab_700016207,Tildelingsbrev,,,,,,2021-03-15 00:00:00,2021.0,"Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet / Dagligvaretilsynet",no,,,Tildelingsbrev,Tildelingsbrev,kudos,kudos,2022-06-08 23:03:50,
7651,700019229.0,URN:NBN:no-nb_dhlab_700019229,Prop . 1 S ( 2013–2014 ),,,,,,2013-10-14 10:00:00,2013.0,"Fiskeri- og kystdepartementet / Nærings- og fiskeridepartementet / Ministry of Trade , Industry and Fisheries / Kulturdepartementet , Nærings- og fiskeridepartementet / Arbeids- og sosialdepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Kunnskapsdepartementet , Nærings- og fiskeridepartementet , Statsministerens kontor / Nærings- og fiskeridepartementet , Samferdselsdepartementet / Arbeids- og sosialdepartementet , Barne- og familiedepartementet , Finansdepartementet , Justis- og beredskapsdepartementet , Kommunal- og moderniseringsdepartementet , Nærings- og fiskeridepartementet , Samferdselsdepartementet , Statsministerens kontor , Utenriksdepartementet / NFD / Nærings- og fiskeridepartementet Kommunal- og moderniseringsdepartementet Klima- og miljødepartementet",no,,,Proposisjon til Stortinget,Proposisjon,kudos,kudos,2023-02-01 11:34:50,
